alarm_id,category,code,description,message,reaction,remedy,system
4036,NCK,4036,"Occurs only with an NCU link system. Different interpolation and position control cycles have been set in the NCUs of the LINK group. This is only allowed if the function FAST-IPO-LINK in MD $MN_MM_NCU_LINK_MASK has been activated. Caution: For diagnostic purposes, two additional alarm parameters are output together with this alarm. - 1. 2nd parameter: Position control or IPO cycle time of this NCU - 2. 2nd parameter: Position control or IPO cycle time of another NCU.",Wrong NCU link configuration by MD %1,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,- Activate FAST-IPO-LINK function in MN_MM_NCU_LINK_MASK - Or do not set different position control or IPO cycles on the NCUs (see MN_IPO_SYSCLOCK_TIME_RATIO and MN_POSCTRL_SYSCLOCK_TIME_RATIO).,Siemens 840D
4040,NCK,4040,"The use of the specified axis identifier in the displayed MD is not consistent the channel's axis configuration stated in the MD 20070 AXCONF_MACHAX_USED and MD 20050 AXCONF_GEOAX_ASSIGN_TAB. Only with active ""OEM transformation"" compile cycle: There are not enough channel axes entered in the MD displayed.",Channel %1 axis identifier %2 not consistent with machine data %3,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.",,Siemens 840D
4045,NCK,4045,Using the specified machine data %1 leads to a conflict with machine data %2.,Channel %1 conflict between machine data %2 and machine data %3,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.",Correct the specified machine data.,Siemens 840D
4050,NCK,4050,"Renaming of an NC code was not possible for one of the following reasons: - The old identifier does not exist - The new identifier is within one type range. NC codes/keywords can be reconfigured as long as you stay within the type range. Type 1: ""true"" G codes: G02, G17, G33, G64, ... Type 2: named G codes: ASPLINE, BRISK, TRANS, ... Type 3: settable addresses: X, Y, A1, A2, I, J, K, ALF, MEAS, ...",NC code identifier %1 cannot be reconfigured to %2,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. NCK alarms 01/2008 Overview of Alarms 2-37 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manua","Please inform the authorized personnel/service department. Correct machine data 10712: NC_USER_CODE_CONF_NAME_TAB (protection level 1). The list must be built up as follows: Even address: Identifier to be modified Following odd address: New identifier e.g.: NC_USER_CODE_CONF_NAME_TAB [10] = ""ROT"", NC_USER_CODE_CONF_NAME_TAB [11] = "" "" clears the ROT function from the control",Siemens 840D
4060,NCK,4060,The standard MD were loaded because - a cold start was requested or - the MD buffer voltage failed or - an initialization was requested for loading the standard machine data (MD 11200 INIT_MD).,"Standard machine data loaded (%1, %2)",Alarm display.,"Please inform the authorized personnel/service department. After automatically loading the standard MDs, the individual MDs must be entered or loaded in the relevant system.",Siemens 840D
4062,NCK,4062,The user data saved in the flash memory are loaded to the SRAM.,Backup data loaded,Alarm display.,Please inform the authorized personnel/service department. Load specific machine data again.,Siemens 840D
4065,NCK,4065,"Only occurs with SINUMERIK 840D / 840Di sl / 802D. !! 840Di sl only The user data of the NC and the remanent data of the PLC are stored in the static memory area (SRAM) of the MCI board. The content of the SRAM is backed up as an SRAM image on PCU hard disk at each ""NCK POWER ON reset"" and each time Windows XP is closed down normally. The previously valid SRAM image then becomes the SRAM backup, which is also stored on the PCU hard disk. The SRAM backup is used and alarm 4065 issued in the foll",Buffered memory was restored from backup medium (potential loss of,NC not ready. NC Start disable in this channel. Interface signals are set. Alarm display.,"Make a POWER ON reset. !! 840Di / 840Di sl only: Alarm 4065 also has to be acknowledged on the HMI after a POWER ON reset: HMI: Operating area switchover > Diagnostics > NC/PLC Diagnostics > Diagnostics > ""Acknowledge alarm 4065"" button Note Press the ""ETC"" key to change to the secondary softkey bar in order to acknowledge the alarm with a softkey.",Siemens 840D
4066,NCK,4066,"For 840Di: A possible data integrity error was detected in the FFS memory during power-up. The FFS memory was initialized with the last backup copy. Changes in the FFS memory, which have been made since the last backup copy update, have been lost. !! For 840Di only: Backup copies of the buffered memory are updated (on the hard disk) every time the control is shut down normally.",Buffered memory of FFS restored from backup medium (potential loss of,NC not ready. NC Start disable in this channel. Interface signals are set. Alarm display.,Start the control again.,Siemens 840D
10230,NCK,10230,"SCALING_FACTORS USER_DEF[n] (n ... index number 0 - 10), when the corresponding ","SCALING_FACTORS USER_DEF[n] (n ... index number 0 - 10), when the corresponding",Alarm display.,"Please inform the authorized personnel/service department. If the alarm has been displayed after downloading an MD file which is consistent within itself, then the download operation must be repeated with a new NCK power-up. (The file contains scaling-dependent machine data in front of the scaling factors).",Siemens 840D
4071,NCK,4071,"A machine data has been changed that affects the value of an absolute encoder position. Please check the postion values. For absolute value encoders: Encoder adjustment has been changed, the machine reference of the axis position may have changed, check the encoder adjustment. Other encoders: The reference point of the axis position has been changed, check the referencing procedure.",Check the position of the encoder,Alarm display.,Please inform the authorized personnel/service department.,Siemens 840D
4073,NCK,4073,Can only occur when installing compile cycle functions. Two different compile cycle applications use the same machine data number. The machine data which was defined twice is shifted into the free number range above 64000.,Compile cycle functions define machine data number %1 several times,"Alarm display. NCK alarms 01/2008 Overview of Alarms 2-39 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","The error has no effect on the usability of the machine data and the function of the compile cycle application. To ensure that the compile cycle machine data documentation is correct, you must contact the supplier of the compile cycle. Only the supplier can remedy the error by changing the software.",Siemens 840D
4075,NCK,4075,"On executing a TOA file or when writing data from the part program, an attempt has been made to write an item of data with a higher protection level than the access authorization currently set in the control. The item of data in question has not been written and program execution is continued. This alarm is set only when access violation is detected for the first time.",Machine data %1 (and maybe others) not changed due to missing,Alarm display.,Please inform the authorized personnel/service department. Set the required access level by means of keyswitch or password entry or delete the machine data concerned from the MD file/part program.,Siemens 840D
4077,NCK,4077,"An attempt was made to enter a new value in the specified memory configuration machine data. It was not possible to modify the value, as this would have cleared the contents of the user memory. This was because the memory requested exceeded the available capacity. The third parameter specifies the number of bytes by which the maximum user memory was exceeded. The fourth parameter specifies the type of memory whose limit was exceeded. - ""D"" stands for dynamic or non-buffered user memory (this is ",New value %1 of MD %2 not set. Requested %3 bytes too much %4,"Alarm display. Overview of Alarms 01/2008 NCK alarms 2-40 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","If the modification was unintentional, ignore the error message and continue. The alarm has no negative effects. The remedy depends on the access rights and the current memory configuration of the NCK. - The intended change is not possible -> try again with a smaller value. Observe the change in the number of bytes. - Buy more memory? This option depends on the model in use. (Not possible if parameter 4 equals ""iS""). - The NCK user memory may have been set smaller than it could be. The machine ",Siemens 840D
4080,NCK,4080,"The assignment of a position table to an indexing axis or the contents of a position table contains an error, or the length of a position table has been parameterized with 0.",Incorrect configuration of indexing axis in MD %1,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.","Please inform the authorized personnel/service department. 3 MD identifiers are output, depending on the type of error. 1. $MA_INDEX_AX_ASSIGN_TAB (axis-specific MD 30500: The error is due to multiple assignment of a position table (NCK MD 10910/10930 INDEX_AX_POS_TAB_n) to axes with different types (linear/rotary axis). 2. $MN_INDEX_AX_POS_TAB_n (NCK MD 10910/10930): The contents of the displayed table n contain an error. - The entered positions must be arranged in increasing size. - A partic",Siemens 840D
